nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBeneficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPeriodeVersement;idRAE;notificationUE;secteur;catégorie;type
Toulouse Métropole;2,43E+13;;;COMMUNE DE CASTELGINEST;2,13E+13;Subvention d'équipement;139821.24;aide en numéraire;échelonné;22/09/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE CORNEBARRIEU;2,13E+13;Subvention de Fonctionnement;1395.0;aide en numéraire;unique;14/06/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE FENOUILLET;2,13E+13;Subvention d'équipement;8888.32;aide en numéraire;unique;16/11/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE MONTRABE;2,13E+13;Subvention de Fonctionnement;1395.0;aide en numéraire;unique;13/06/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE PORTET SUR GARONNE;2,13E+13;Subvention de Fonctionnement;1395.0;aide en numéraire;échelonné;28/06/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMPAGNIE CELUI QUI DIT QUI EST;8,45E+13;Subvention de Fonctionnement;1000.0;aide en numéraire;unique;04/12/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;COMPTOIR NATIONAL DE DIFFUSION CND;3,26E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;10/07/2023;;non;Bâtiment et travaux publics (BTP);Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES DE HAUTE GARONNE;3,93E+13;Subvention de Fonctionnement;9000.0;aide en numéraire;unique;15/12/2023;;non;Entrepreneuriat;Organisation patronale;Association loi 1901
Toulouse Métropole;2,43E+13;;;CPIE TERRES TOULOUSAINES Association loi 1901 loi 1901 REFLETS;4,39E+13;Subvention de Fonctionnement;19000.0;aide en numéraire;échelonné;13/12/2023;;non;Environnement;Protection de la nature;Association loi 1901
Toulouse Métropole;2,43E+13;;;CRESS CHAMBRE REG ECONOMIE SOCIALE ET SOLIDAIRE ASSOC;4,11E+13;Subvention de Fonctionnement;15000.0;aide en numéraire;unique;29/11/2023;;non;Action sociale;Économie sociale et solidaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;CTE DEP RANDONNEE PEDESTRE HAUTE GARONNE;4,21E+13;Subvention de Fonctionnement;15000.0;aide en numéraire;unique;23/02/2023;;non;Sport;Randonnée pédestre;Association loi 1901
Toulouse Métropole;2,43E+13;;;DANZON;8,02E+13;Subvention de Fonctionnement;1500.0;aide en numéraire;unique;18/07/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;DATACTIK;8,34E+13;Subvention d'équipement;300.0;aide en numéraire;unique;22/11/2023;;non;numérique;Conseil en data et IA;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;DIGITAL IMPULSE;9,08E+13;Subvention d'équipement;999.66;aide en numéraire;unique;12/12/2023;;non;numérique;Solutions digitales;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;DJ STORES;4,39E+13;Subvention d'équipement;4000.0;aide en numéraire;unique;14/11/2023;;non;Bâtiment et travaux publics (BTP);Pose et maintenance de fermeture et protection solaire du bâtiment.;Entreprise unipersonnelle à responsabilité limitée (EURL)
Toulouse Métropole;2,43E+13;;;E GRAINE OCCITANIE;5,11E+13;Subvention de Fonctionnement;7000.0;aide en numéraire;unique;10/07/2023;;non;Éducation;Sensibilisation environnementale;Association loi 1901
Toulouse Métropole;2,43E+13;;;EMMAUS TOULOUSE;3,99E+13;Subvention d'équipement;328280.0;aide en numéraire;échelonné;19/09/2023;;non;Action sociale;Aide aux personnes en difficulté;Association loi 1901
Toulouse Métropole;2,43E+13;;;ENSEMBLE BAROQUE DE TOULOUSE;4,29E+13;Subvention de Fonctionnement;13000.0;aide en numéraire;unique;07/07/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;ENVOIE HANDS;7,90E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;17/04/2023;;non;Action sociale;Insertion et handicap;Association loi 1901
Toulouse Métropole;2,43E+13;;;EURL BIDRANE HASSAN TRANSPORTS;5,02E+13;Subvention d'équipement;3000.0;aide en numéraire;unique;29/11/2023;;non;Transport;Transports routiers;Entreprise unipersonnelle à responsabilité limitée (EURL)
Toulouse Métropole;2,43E+13;;;EUROBIOMED;4,89E+13;Subvention de Fonctionnement;100000.0;aide en numéraire;échelonné;12/12/2023;;non;Recherche;Biotechnologies;Association loi 1901
Toulouse Métropole;2,43E+13;;;EUROPOLIA;5,29E+13;Subvention de Fonctionnement;19039.0;aide en numéraire;échelonné;15/12/2023;;non;Bâtiment et travaux publics (BTP);Développement urbain;Société Anonyme (SA)
Toulouse Métropole;2,43E+13;;;FACHHOCHSCHULE SALZBURG GMBH;;Subvention de Fonctionnement;20978.11;aide en numéraire;unique;11/05/2023;;non;Éducation;Enseignement supérieur;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;FEDERATION AUTONOME DE LA FONCTION PUBLIQUE TERRITORIALE;4,38E+13;Subvention de Fonctionnement;535.0;aide en numéraire;unique;07/12/2023;;non;Économie sociale et solidaire;Fonction publique;Syndicat
Toulouse Métropole;2,43E+13;;;FEDERATION DES ENTREPRISES D INSERTION LANGUEDOC;3,90E+13;Subvention de Fonctionnement;10000.0;aide en numéraire;unique;03/10/2023;;non;Entreprise;Insertion professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;FILEG - FILIERES LEGUMINEUSES A GRAINES;9,15E+13;Subvention de Fonctionnement;7500.0;aide en numéraire;unique;04/12/2023;;non;Agriculture;Culture de céréales (à l’exception du riz), de légumineuses et de graines oléagineuses;Association loi 1901
Toulouse Métropole;2,43E+13;;;FIREFLIT;8,34E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;26/06/2023;;non;numérique;Développement logiciel;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;#FRANCE 2023;1,30E+13;Subvention de Fonctionnement;1000000.0;aide en numéraire;échelonné;23/06/2023;;non;Sport;Rugby;Comité d'organisation
Toulouse Métropole;2,43E+13;;;FRANCE HORIZON;7,76E+13;Subvention de Fonctionnement;192121.18;aide en numéraire;échelonné;07/12/2023;;non;Action sociale;Aide aux sans-abri;Association loi 1901
Toulouse Métropole;2,43E+13;;;GROUPE RX;9,22E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;16/08/2023;;non;Santé;Activité des médecins généralistes;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;HELWIK CONSEILS;8,39E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;06/11/2023;;non;Conseil;Conseil en stratégie;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;HG TELEPHONIE;4,15E+13;Subvention d'équipement;300.0;aide en numéraire;unique;06/04/2023;;non;Télécommunications;Vente de matériel télécom;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;INSA TOULOUSE;1,93E+13;Subvention de Fonctionnement;27881.25;aide en numéraire;échelonné;10/11/2023;;non;Éducation;École supérieure;Établissement public
Toulouse Métropole;2,43E+13;;;JARDIN NATURE PIBRAC;7,98E+13;Subvention de Fonctionnement;2500.0;aide en numéraire;échelonné;12/07/2023;;non;Environnement;Protection de la biodiversité;Association loi 1901
Toulouse Métropole;2,43E+13;;;J.P.P SERVICES;3,94E+13;Subvention d'équipement;6000.0;aide en numéraire;unique;29/11/2023;;non;Commerce de détail;Commerce de détail de journaux et papeterie en magasin spécialisé;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;JUDI S PATISSERIE;9,18E+13;Subvention d'équipement;3091.13;aide en numéraire;unique;22/03/2023;;non;Restauration;Pâtisserie artisanale;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;KENTRO MELETON ASFALEIAS;;Subvention de Fonctionnement;18510.99;aide en numéraire;unique;11/05/2023;;non;Recherche;Sécurité et protection;Organisme de recherche
Toulouse Métropole;2,43E+13;;;LADYBIRDS FILMS;5,03E+13;Subvention d'équipement;12500.0;aide en numéraire;unique;15/12/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LA GRAINERIE;4,45E+13;Subvention de Fonctionnement;261140.0;aide en numéraire;échelonné;13/12/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA GRAINERIE;4,45E+13;Subvention d'équipement;12500.0;aide en numéraire;unique;13/12/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA MACHINE TOULOUSE;8,38E+13;Subvention de Fonctionnement;822592.24;aide en numéraire;unique;18/01/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA MAISON DE L INITIATIVE SCOP;3,98E+13;Subvention de Fonctionnement;10500.0;aide en numéraire;unique;10/07/2023;;non;Entrepreneuriat;Coopérative d'activité et d'emploi;Société coopérative (SCOP)
Toulouse Métropole;2,43E+13;;;LA MAISON DES MOTS;4,82E+13;Subvention d'équipement;1650.0;aide en numéraire;unique;14/03/2023;;non;Éducation;Atelier d'écriture et lecture;Association loi 1901
Toulouse Métropole;2,43E+13;;;LE CENTIEME SINGE;8,42E+13;Subvention de Fonctionnement;7206.38;aide en numéraire;unique;11/12/2023;;non;Environnement;Permaculture et agriculture urbaine;Association loi 1901
Toulouse Métropole;2,43E+13;;;LE LOKAL PRODUCTION;4,49E+13;Subvention d'équipement;55000.0;aide en numéraire;échelonné;15/12/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LE RELAIS;7,77E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;28/11/2023;;non;Action sociale;Aide aux personnes en difficulté;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES 12 TRAVAUX;8,41E+13;Subvention d'équipement;600.0;aide en numéraire;unique;12/04/2023;;non;Bâtiment et travaux publics (BTP);Rénovation et construction;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;LES CYCLES-RE;8,11E+13;Subvention de Fonctionnement;106052.34;aide en numéraire;échelonné;18/10/2023;;non;Transport;Réparation et vente de vélos;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES FEES DU FRIGO;9,12E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;24/11/2023;;non;Restauration;Lutte contre le gaspillage alimentaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES MECS AU CAMION;7,98E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;22/11/2023;;non;Restauration;Food truck;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;LES RESTOS BEBE ASSOC;4,98E+13;Subvention de Fonctionnement;10500.0;aide en numéraire;unique;21/08/2023;;non;Action sociale;Aide aux familles;Association loi 1901
Toulouse Métropole;2,43E+13;;;LFB CONSULTING;9,50E+13;Subvention d'équipement;966.34;aide en numéraire;unique;20/07/2023;;non;Conseil;Conseil en gestion;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;L'OEIL VIF PRODUCTIONS;9,12E+13;Subvention d'équipement;15000.0;aide en numéraire;échelonné;13/10/2023;;non;Cinéma;Production audiovisuelle;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;MAISON DE L'ARCHITECTURE OCCITANIE - PYRENEES;4,44E+13;Subvention de Fonctionnement;22500.0;aide en numéraire;unique;12/10/2023;;non;Bâtiment et travaux publics (BTP);Promotion de l'architecture;Association loi 1901
Toulouse Métropole;2,43E+13;;;MAISON DES FAMILLES DE TOULOUSE;8,38E+13;Subvention de Fonctionnement;14000.0;aide en numéraire;échelonné;24/11/2023;;non;Action sociale;Soutien aux familles;Association loi 1901
Toulouse Métropole;2,43E+13;;;MAISON  EUROPE ASSOC;3,41E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;échelonné;14/12/2023;;non;Éducation;Sensibilisation européenne;Association loi 1901
Toulouse Métropole;2,43E+13;;;MECANICYCLE;8,82E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;16/05/2023;;non;Transport;Réparation et vente de vélos;Association loi 1901
Toulouse Métropole;2,43E+13;;;METEO FRANCE;1,80E+13;Subvention de Fonctionnement;69853.96;aide en numéraire;unique;17/07/2023;;non;Recherche;Prévisions météorologiques;Établissement public
Toulouse Métropole;2,43E+13;;;MISSION LOCALE Association loi 1901 loi 1901;3,29E+13;Subvention de Fonctionnement;27840.0;aide en numéraire;unique;29/11/2023;;non;Emploi;Insertion professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;MODAFUSION;8,29E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;échelonné;23/08/2023;;non;Mode;Industrie textile;Association loi 1901
Toulouse Métropole;2,43E+13;;;NATURE EN OCCITANIE;3,23E+13;Subvention de Fonctionnement;16000.0;aide en numéraire;unique;12/12/2023;;non;Environnement;Protection de la biodiversité;Association loi 1901
Toulouse Métropole;2,43E+13;;;NOFOMO;8,25E+13;Subvention d'équipement;6000.0;aide en numéraire;unique;29/06/2023;;non;Médias;Création de contenus;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;OPPIDEA;5,29E+13;Subvention d'équipement;6918623.5;aide en numéraire;échelonné;29/11/2023;;non;Aménagement du territoire;Urbanisme;Société d'économie mixte (SEM)
Toulouse Métropole;2,43E+13;;;ORAL;9,02E+13;Subvention de Fonctionnement;8000.0;aide en numéraire;unique;07/12/2023;;non;Santé;Soins dentaires;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;PICOJOULE;7,99E+13;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;12/07/2023;;non;Énergie;Transition énergétique;Association loi 1901
Toulouse Métropole;2,43E+13;;;PIINK TEKNOLOGY;8,30E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;06/04/2023;;non;Agroalimentaire;Développement technologique;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;POLE DE CONSEILS ET D INGENIERIE;4,83E+13;Subvention d'équipement;300.0;aide en numéraire;unique;07/06/2023;;non;Agroalimentaire;Conseil en ingénierie;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;PROMOLOGIS-SA D HABITATION LOYER MODERE;6,91E+13;Subvention d'équipement;507800.0;aide en numéraire;échelonné;01/12/2023;;non;Agroalimentaire;Logements sociaux;Société Anonyme (SA)
Toulouse Métropole;2,43E+13;;;PROXIMA;5,28E+13;Subvention d'équipement;4462.58;aide en numéraire;unique;03/04/2023;;non;Agroalimentaire;Services numériques;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;REGION OCCITANIE;2,00E+13;Subvention d'équipement;88352.79;aide en numéraire;échelonné;06/11/2023;;non;Administration publique;Région;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;RUGBY NO LIMIT;8,44E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;07/08/2023;;non;Sport;Organisation d'événements sportifs;Association loi 1901
Toulouse Métropole;2,43E+13;;;SCHMIT DECORATION;5,13E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;20/04/2023;;non;Commerce de détail;Décoration et aménagement;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;SCI FONDEYRE;4,51E+13;Subvention d'équipement;3750.0;aide en numéraire;unique;30/08/2023;;non;Immobilier;Gestion foncière;Société civile immobilière (SCI)
Toulouse Métropole;2,43E+13;;;SGC TOULOUSE MUNICIPALE;1,30E+13;Subvention de Fonctionnement;2625.09;aide en numéraire;unique;31/12/2023;;non;Administration publique;Sécurité publique;Établissement public
Toulouse Métropole;2,43E+13;;;SIMON DE CYRENE TOULOUSE;8,80E+13;Subvention d'équipement;7543.0;aide en numéraire;échelonné;24/11/2023;;non;Action sociale;Aide aux personnes en situation de handicap;Association loi 1901
Toulouse Métropole;2,43E+13;;;SOCIETE D'ECONOMIE MIXTE D'EXPLOITATION DE CENTRES CULTUREL EDUC ATIF;4,08E+13;Subvention de Fonctionnement;7366713.0;aide en numéraire;échelonné;13/11/2023;;non;Culture;Activités des parcs d’attractions et parcs à thèmes;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;SOCIETE PUBLIQUE LOCALE AGENCE D ATTRACTIVITE DE TOULOUSE METROPOLE;9,03E+13;Subvention de Fonctionnement;5547476.23;aide en numéraire;échelonné;07/07/2023;;non;Tourisme;Promotion économique et touristique;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;SYNDICAT CGT TOULOUSE METROPOLE;8,89E+13;Subvention de Fonctionnement;1179.0;aide en numéraire;unique;07/12/2023;;non;Administration publique;Représentation des salariés;Syndicat
Toulouse Métropole;2,43E+13;;;SYNDICAT FORCE OUVRIERE TM;8,79E+13;Subvention de Fonctionnement;4181.0;aide en numéraire;unique;07/12/2023;;non;Administration publique;Représentation des salariés;Syndicat
Toulouse Métropole;2,43E+13;;;TAT PRODUCTIONS;4,33E+13;Subvention d'équipement;100000.0;aide en numéraire;échelonné;16/10/2023;;non;Cinéma;Production audiovisuelle;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;THELAXAU;8,50E+13;Subvention d'équipement;300.0;aide en numéraire;unique;20/07/2023;;non;Recherche;Innovation technologique;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;TOULOUSE METROPOLE ACTIVITES IMMOBILIERES;2,43E+13;Subvention d'équipement;24462327.26;aide en numéraire;échelonné;31/12/2023;;non;Immobilier;Promotion immobilière;Établissement public
Toulouse Métropole;2,43E+13;;;TOULOUSE METROPOLE EMPLOI ASSOC;4,93E+13;Subvention de Fonctionnement;249190.47;aide en numéraire;échelonné;23/10/2023;;non;Emploi;Insertion professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;TOXIC MUSIC;4,89E+13;Subvention d'équipement;560.0;aide en numéraire;unique;24/05/2023;;non;Culture;Production musicale;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;UKRAINE LIBRE;9,12E+13;Subvention de Fonctionnement;60000.0;aide en numéraire;unique;15/09/2023;;non;Action sociale;Soutien aux réfugiés ukrainiens;Association loi 1901
Toulouse Métropole;2,43E+13;;;UNION DEP CONSO LOGEMENT CADRE VIE HTE G;4,24E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;unique;26/10/2023;;non;Action sociale;Défense des consommateurs;Association loi 1901
Toulouse Métropole;2,43E+13;;;UNIVERSITE DE CAEN NORMANDIE;1,91E+13;Subvention de Fonctionnement;33619.88;aide en numéraire;unique;17/07/2023;;non;Éducation;Enseignement supérieur;Établissement public
Toulouse Métropole;2,43E+13;;;VEO NEWS SARL;4,95E+13;Subvention d'équipement;25000.0;aide en numéraire;échelonné;16/11/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;ZEBAU ZETRUM FUR ENERGIE;;Subvention de Fonctionnement;20625.0;aide en numéraire;échelonné;14/11/2023;;non;Énergie;Énergies renouvelables;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;A7 CONSEIL;9,04E+13;Subvention d'équipement;300.0;aide en numéraire;unique;07/06/2023;;non;Conseil;Conseil en recrutement;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;ACADEMIE DE L'AIR ET DE L'ESPACE;3,48E+13;Subvention de Fonctionnement;16500.0;aide en numéraire;échelonné;12/12/2023;;non;Culture;Aéronautique et espace;Association loi 1901
Toulouse Métropole;2,43E+13;;;ADRIEN AUBERT ADVISORY;9,13E+13;Subvention d'équipement;966.34;aide en numéraire;unique;18/08/2023;;non;Conseil;Stratégie et management;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;AEROCHERCHE;8,02E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;échelonné;15/12/2023;;non;Recherche;Aéronautique;Association loi 1901
Toulouse Métropole;2,43E+13;;;AGENCE DE DEVELOPPEMENT ECONOMIQUE DE L ESPORT;8,81E+13;Subvention de Fonctionnement;15000.0;aide en numéraire;unique;11/12/2023;;non;Sport;Développement du e-sport;Association loi 1901
Toulouse Métropole;2,43E+13;;;AGENCE PARISIENNE DU CLIMAT;5,28E+13;Subvention de Fonctionnement;10187.5;aide en numéraire;unique;12/05/2023;;non;Environnement;Sensibilisation au changement climatique;Association loi 1901
Toulouse Métropole;2,43E+13;;;ALCIS TRANSPORTS;4,80E+13;Subvention d'équipement;20000.0;aide en numéraire;unique;04/04/2023;;non;Transport;Transport et logistique;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;ANOKI;5,03E+13;Subvention d'équipement;35000.0;aide en numéraire;échelonné;15/12/2023;;non;Cinéma;Production de films institutionnels et publicitaires;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;ART CITE ELEC;9,09E+13;Subvention d'équipement;300.0;aide en numéraire;unique;18/07/2023;;non;Bâtiment et travaux publics (BTP);Electricité;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASOCIACION CIFAL MALAGA;;Subvention de Fonctionnement;28716.29;aide en numéraire;unique;11/05/2023;;non;Éducation;Formation et coopération internationale;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS LES ENTREP EN OCCITANIE PYRENEES;8,88E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;29/11/2023;;non;Entrepreneuriat;Accompagnement des entrepreneurs;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS  DES OCCUPANTS DE LA DALLE ABBAL;9,05E+13;Subvention de Fonctionnement;45000.0;aide en numéraire;échelonné;28/09/2023;;non;Immobilier;Soutien aux locataires;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS EUROPEENNE DU FILM D ANIMATION - CARTOON AISBL;5,09E+13;Subvention de Fonctionnement;48000.0;aide en numéraire;échelonné;15/12/2023;;non;Cinéma;Production audiovisuelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS OLYMPE DE GOUGES;7,77E+13;Subvention de Fonctionnement;11820.0;aide en numéraire;échelonné;19/12/2023;;non;Juridique;Promotion des droits des femmes;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASSOC LIENS PARENTS ENFANTS DE LA HAUTE GARONNE;3,84E+13;Subvention de Fonctionnement;21000.0;aide en numéraire;échelonné;08/12/2023;;non;Action sociale;Soutien aux familles;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASSOC REG SAUVEGARDE ENFANT ADO ADUL;7,76E+13;Subvention de Fonctionnement;56050.0;aide en numéraire;unique;19/12/2023;;non;Action sociale;Protection de l'enfance;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS POUR DROIT A L INITIATIVE ECONOMIQUE;3,52E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;21/11/2023;;non;Finance;Accompagnement à l'entrepreneuriat;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS REGIONALE PREVENTION....AUX EXCLUS;3,05E+13;Subvention d'équipement;100000.0;aide en numéraire;unique;29/03/2023;;non;Action sociale;Aide aux exclus;Association loi 1901
Toulouse Métropole;2,43E+13;;;BAYSWATER;7,98E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;17/05/2023;;non;Éducation;Formation et cours de langues;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;BELLEFONTAINE SERVICE REGIE DE QUARTIER;3,98E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;02/10/2023;;non;Action sociale;Services de quartier;Association loi 1901
Toulouse Métropole;2,43E+13;;;BLEUROI;8,84E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;22/11/2023;;non;Juridique;Activités juridiques;Association d'avocats à responsabilité professionnelle individuelle (AARPI)
Toulouse Métropole;2,43E+13;;;BOUCHERIE JEROME;5,33E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;11/10/2023;;non;Commerce de gros;Commerce de viande;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;CABINET MARTY TOULOUSE;8,12E+13;Subvention d'équipement;49505.2;aide en numéraire;unique;22/03/2023;;non;Conseil;Conseil juridique;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CANTINA STUDIO;4,35E+13;Subvention d'équipement;20000.0;aide en numéraire;unique;10/03/2023;;non;Cinéma;Production audiovisuelle;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CAP AVENIR CONCORDE;7,51E+13;Subvention de Fonctionnement;7450.0;aide en numéraire;échelonné;28/11/2023;;non;Emploi;Insertion professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;CENTRE DRAMATIQUE NATIONAL TOULOUSE OCCITANIE;3,06E+13;Subvention de Fonctionnement;2568702.0;aide en numéraire;échelonné;11/12/2023;;non;Culture;Gestion de salles de spectacles;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1,83E+13;Subvention de Fonctionnement;140690.0;aide en numéraire;échelonné;07/11/2023;;non;Finance;Soutien aux entreprises;Établissement public
Toulouse Métropole;2,43E+13;;;CHAMBRE DE METIERS ET DE L ARTISANAT;1,30E+13;Subvention de Fonctionnement;25000.0;aide en numéraire;unique;10/11/2023;;non;Artisanat;Soutien aux artisans;Établissement public
Toulouse Métropole;2,43E+13;;;CHAMBRE REGIONALE D AGRICULTURE OCCITANIE;1,30E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;échelonné;08/12/2023;;non;Agriculture;Développement agricole;Établissement public
Toulouse Métropole;2,43E+13;;;CHAOUNI;8,23E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;05/07/2023;;non;Commerce de détail;Vente de textiles;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;CHARRIE;5,14E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;16/08/2023;;non;Santé;Pratique dentaire;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;CHASSAGNE;;Subvention d'équipement;250.0;aide en numéraire;unique;26/01/2023;;non;Immobilier;Promotion immobilière;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CHHUA;8,09E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;29/06/2023;;non;Juridique;Activités juridiques;Association d'avocats à responsabilité professionnelle individuelle (AARPI)
Toulouse Métropole;2,43E+13;;;CLEMENCE ISAURE;3,44E+13;Subvention de Fonctionnement;195700.0;aide en numéraire;échelonné;24/11/2023;;non;Éducation;Enseignement public;Établissement public
Toulouse Métropole;2,43E+13;;;CLUB D ENTREPRISES DE L OUEST TOULOUSAIN;4,21E+13;Subvention de Fonctionnement;8000.0;aide en numéraire;unique;03/11/2023;;non;Économie sociale et solidaire;Réseau d'entreprises;Association loi 1901
Toulouse Métropole;2,43E+13;;;CLUB DES CONSEILS SYNDICAUX DE LA HAUTE GARONNE;7,52E+13;Subvention de Fonctionnement;500.0;aide en numéraire;unique;01/12/2023;;non;Immobilier;Soutien aux conseils syndicaux;Association loi 1901
Toulouse Métropole;2,43E+13;;;COMMUNE DE COLOMIERS;2,13E+13;Subvention de Fonctionnement;47909.37;aide en numéraire;échelonné;24/11/2023;;non;Administration publique;Mairie;Collectivité territoriale
