nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBeneficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPeriodeVersement;idRAE;notificationUE;secteur;catégorie;type
Toulouse Métropole;2,43E+13;;;COMMUNE DE CUGNAUX;2,13E+13;Subvention de Fonctionnement;304.02;aide en numéraire;unique;30/11/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE FENOUILLET;2,13E+13;Subvention de Fonctionnement;3582.0;aide en numéraire;échelonné;30/11/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE PINSAGUEL;2,13E+13;Subvention de Fonctionnement;1395.0;aide en numéraire;unique;13/06/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE POMPERTUZAT;2,13E+13;Subvention de Fonctionnement;1395.0;aide en numéraire;unique;13/06/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE SAINT ORENS DE GAMEVILLE;2,13E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;30/11/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMPLEMENT TERRE;4,40E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;09/06/2023;;non;Environnement;Fabrication d’aliments homogénéisés et diététiques;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;COORACE OCCITANIE;4,02E+13;Subvention de Fonctionnement;10000.0;aide en numéraire;unique;12/06/2023;;non;Économie sociale et solidaire;Coordination des entreprises de l'ESS;Association loi 1901
Toulouse Métropole;2,43E+13;;;COSMOPOLIS;9,49E+13;Subvention d'équipement;50000.0;aide en numéraire;unique;22/11/2023;;non;Culture;Promotion interculturelle;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;CVIFS GROUPEMENT NAUTIQUE TOULOUSAIN;8,12E+13;Subvention de Fonctionnement;10000.0;aide en numéraire;unique;04/08/2023;;non;Sport;Activités nautiques;Association loi 1901
Toulouse Métropole;2,43E+13;;;DESBALS SERVICES REGIE DE QUARTIER;3,93E+13;Subvention de Fonctionnement;1600.0;aide en numéraire;unique;27/11/2023;;non;Action sociale;Services de quartier;Association loi 1901
Toulouse Métropole;2,43E+13;;;ECOLE NATIONALE VETERINAIRE DE TOULOUSE;1,93E+13;Subvention de Fonctionnement;16000.0;aide en numéraire;unique;12/06/2023;;non;Éducation;Formation vétérinaire;Établissement public
Toulouse Métropole;2,43E+13;;;ECOLE PARENTS EDUCATEURS REG TOULOUSE;3,21E+13;Subvention de Fonctionnement;46915.0;aide en numéraire;échelonné;01/09/2023;;non;Éducation;Soutien à la parentalité;Association loi 1901
Toulouse Métropole;2,43E+13;;;ECOLE SUPERIEURE DES ARTS DU CIRQUE TOULOUSE OCCITANE;8,42E+13;Subvention d'équipement;3020.5;aide en numéraire;unique;21/02/2023;;non;Éducation;École supérieure;Établissement public
Toulouse Métropole;2,43E+13;;;ECOLE TREMPLINS DU SPORT;9,02E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;14/12/2023;;non;Éducation;Formation sportive;Association loi 1901
Toulouse Métropole;2,43E+13;;;ETRE MOBILE C'EST PERMIS !;5,30E+13;Subvention de Fonctionnement;25300.0;aide en numéraire;unique;21/08/2023;;non;Transport;Accompagnement à la mobilité;Association loi 1901
Toulouse Métropole;2,43E+13;;;EX NIHILO;3,30E+13;Subvention d'équipement;52500.0;aide en numéraire;échelonné;15/12/2023;;non;Culture;Production artistique;Association loi 1901
Toulouse Métropole;2,43E+13;;;FACE GRAND TOULOUSE  ASSOC;4,35E+13;Subvention de Fonctionnement;16000.0;aide en numéraire;unique;01/12/2023;;non;Emploi;Lutte contre les discriminations;Association loi 1901
Toulouse Métropole;2,43E+13;;;FBLC;4,00E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;16/05/2023;;non;Mode;Coiffure;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;FEDERATION ASSO COMMERCANTS ARTISANTS PROFESSIONNELS DE TOULOUSE;8,40E+13;Subvention de Fonctionnement;120000.0;aide en numéraire;unique;08/11/2023;;non;Développement local;Associations de commerçants;Association loi 1901
Toulouse Métropole;2,43E+13;;;FEDERATION DES ACTEURS DE LA SOLIDARITE OCCITANIE;4,11E+13;Subvention de Fonctionnement;10000.0;aide en numéraire;unique;02/06/2023;;non;Action sociale;Solidarité;Association loi 1901
Toulouse Métropole;2,43E+13;;;FEDERATION FRANCAISE MOTARDS EN COLERE 31 ASSOC;4,91E+13;Subvention de Fonctionnement;1620.0;aide en numéraire;unique;20/10/2023;;non;Sport;Moto;Fédération
Toulouse Métropole;2,43E+13;;;FELICITE PRODUCTION;8,51E+13;Subvention d'équipement;7500.0;aide en numéraire;unique;15/12/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;FILMS FIGURES LIBRES SARL;5,13E+13;Subvention d'équipement;15000.0;aide en numéraire;unique;10/03/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;FLEXLA;9,19E+13;Subvention d'équipement;6000.0;aide en numéraire;unique;13/09/2023;;non;Automobile;Service de location;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;FRANCE VICTIMES 31;3,91E+13;Subvention de Fonctionnement;112440.0;aide en numéraire;échelonné;07/11/2023;;non;Action sociale;Association d’aide juridique;Association loi 1901
Toulouse Métropole;2,43E+13;;;FRENCH TECH TOULOUSE;8,53E+13;Subvention de Fonctionnement;50000.0;aide en numéraire;échelonné;04/12/2023;;non;Entrepreneuriat;Réseau d'entreprises;Association loi 1901
Toulouse Métropole;2,43E+13;;;GAEC DES GRAVES;4,05E+13;Subvention d'équipement;4000.0;aide en numéraire;unique;28/06/2023;;non;Agriculture;Culture de la vigne;GAEC (Groupement Agricole d'Exploitation en Commun)
Toulouse Métropole;2,43E+13;;;GARCIA;4,94E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;20/07/2023;;non;Commerce de gros;Industries alimentaires;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;GRISELIDIS;4,32E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;unique;04/07/2023;;non;Santé;Association loi 1901 loi 1901 de soutien;Association loi 1901
Toulouse Métropole;2,43E+13;;;HAMAP;4,45E+13;Subvention d'équipement;19000.0;aide en numéraire;unique;18/09/2023;;non;Solidarité internationale;Aide humanitaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;HAUTEVILLE PRODUCTIONS;8,30E+13;Subvention d'équipement;22500.0;aide en numéraire;échelonné;21/12/2023;;non;Cinéma;Production audiovisuelle;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;HEXECO;9,04E+13;Subvention d'équipement;15500.0;aide en numéraire;échelonné;14/12/2023;;non;Environnement;Clubs de sports;Association loi 1901
Toulouse Métropole;2,43E+13;;;INITIATIVES POUR UNE ECONOMIE SOLIDAIRE - IES;4,18E+13;Subvention de Fonctionnement;13000.0;aide en numéraire;unique;29/11/2023;;non;Économie sociale et solidaire;Réseau de financement solidaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;INSTITUT D ETUDES POLITIQUES DE TOULOUSE;1,93E+13;Subvention de Fonctionnement;2000.0;aide en numéraire;unique;12/06/2023;;non;Éducation;Enseignement supérieur;Établissement public
Toulouse Métropole;2,43E+13;;;INTENT TECHNOLOGIES;5,33E+13;Subvention de Fonctionnement;181902.99;aide en numéraire;échelonné;25/10/2023;;non;Numérique;Entreprise de services technologiques;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;"J'OUVRE L'OEIL "" J.O.E """;4,42E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;14/12/2023;;non;Cinéma;Production audiovisuelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;KAJEMA;8,32E+13;Subvention d'équipement;333.0;aide en numéraire;unique;30/08/2023;;non;Restauration;Cuisson de produits de boulangerie;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;LA BOITE A UTILES;9,02E+13;Subvention d'équipement;7477.0;aide en numéraire;échelonné;14/12/2023;;non;Commerce de détail;Reconditionné;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA MAISON DU SPORT AU FEMININ;9,20E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;24/11/2023;;non;Sport;Association loi 1901 loi 1901 sportive;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA MAISON DU VELO;4,87E+13;Subvention d'équipement;30810.0;aide en numéraire;échelonné;20/11/2023;;non;Transport;Mobilité douce;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA MILPA INSERTION;9,02E+13;Subvention de Fonctionnement;11522.5;aide en numéraire;unique;20/09/2023;;non;Action sociale;Jardin botanique;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;LA VERRERIE D ALES;4,52E+13;Subvention de Fonctionnement;15000.0;aide en numéraire;unique;28/03/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;L'ENFANT BLEU -ENFANCE MALTRAITEE;4,42E+13;Subvention de Fonctionnement;7000.0;aide en numéraire;échelonné;08/12/2023;;non;Action sociale;Aide aux enfants maltraités;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES PASSEURS;9,02E+13;Subvention de Fonctionnement;13310.0;aide en numéraire;échelonné;14/12/2023;;non;Environnement;solutions pour limiter l’impact de l’homme sur son environnement ;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES PASSEURS;9,02E+13;Subvention d'équipement;6690.0;aide en numéraire;échelonné;14/12/2023;;non;Environnement;solutions pour limiter l’impact de l’homme sur son environnement ;Association loi 1901
Toulouse Métropole;2,43E+13;;;MAISON DES DROITS DES ENFANTS ET DES JEUNES;3,99E+13;Subvention de Fonctionnement;39750.0;aide en numéraire;échelonné;11/12/2023;;non;Juridique;Association loi 1901 loi 1901 de soutien;Association loi 1901
Toulouse Métropole;2,43E+13;;;MARCHE PRO;8,51E+13;Subvention d'équipement;900.0;aide en numéraire;unique;18/07/2023;;non;Commerce de gros;Marketplace professionnelle;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;MB IMMO;4,79E+13;Subvention d'équipement;8600.0;aide en numéraire;unique;06/04/2023;;non;Immobilier;Agence immobilière;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;MEALLET;8,91E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;26/01/2023;;non;transport;Transports de voyageurs par taxis;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;MESOLIA HABITAT SA;4,69E+13;Subvention d'équipement;680177.0;aide en numéraire;échelonné;19/12/2023;;non;Immobilier;Logement social;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;MIAM UP;9,13E+13;Subvention de Fonctionnement;8000.0;aide en numéraire;échelonné;14/12/2023;;non;Environnement;Plateforme ou service alimentaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;MIAM UP;9,13E+13;Subvention d'équipement;2000.0;aide en numéraire;échelonné;14/12/2023;;non;Environnement;Plateforme ou service alimentaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;MORY;8,52E+13;Subvention d'équipement;300.0;aide en numéraire;unique;14/11/2023;;non;transport;Affrètement et organisation des transports;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;MOUVEMENT ASSOCIATIF OCCITANIE;4,84E+13;Subvention de Fonctionnement;183000.0;aide en numéraire;échelonné;11/12/2023;;non;Économie sociale et solidaire;Coordination d'Association;Association loi 1901
Toulouse Métropole;2,43E+13;;;OBSERVER IMMOBILIER TOULOUSAIN;4,81E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;01/12/2023;;non;Immobilier;Agence immobilière;Entreprise privée
Toulouse Métropole;2,43E+13;;;OCCITANIE COOPERATION;7,89E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;13/12/2023;;non;Économie sociale et solidaire;Développement;Association loi 1901
Toulouse Métropole;2,43E+13;;;OC PRO;8,19E+13;Subvention d'équipement;300.0;aide en numéraire;unique;19/04/2023;;non;Automobile;Vente à distance sur catalogue spécialisé;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;OPH 31 OFFICE PUBLIC DE L HABITAT HAUTE GARONNE;2,73E+13;Subvention d'équipement;258620.0;aide en numéraire;échelonné;22/11/2023;;non;Immobilier;Logement social;Établissement public
Toulouse Métropole;2,43E+13;;;PATRIMOINE;5,51E+13;Subvention d'équipement;702340.0;aide en numéraire;échelonné;15/12/2023;;non;Immobilier;Agence immobilière;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;PHARMACIE O CENTRE SELARL;8,34E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;10/07/2023;;non;Santé;Pharmacie;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;POINT RENCONTRE CHOMEURS ET PRECAIRE ASSOC;4,03E+13;Subvention de Fonctionnement;10200.0;aide en numéraire;unique;03/10/2023;;non;Emploi;Soutien aux chômeurs;Association loi 1901
Toulouse Métropole;2,43E+13;;;RAMALLAH MUNICIPALITY;;Subvention d'équipement;85955.0;aide en numéraire;échelonné;29/05/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;RESO H'AND FAMILY;9,09E+13;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;19/09/2023;;non;Action sociale;Aide aux personnes en difficulté;Association loi 1901
Toulouse Métropole;2,43E+13;;;RLD;5,33E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;10/08/2023;;non;Transport;Transport de marchandises;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;ROSELAB ASS;9,20E+13;Subvention de Fonctionnement;10000.0;aide en numéraire;unique;21/09/2023;;non;Culture;Créativité et innovation;Association loi 1901
Toulouse Métropole;2,43E+13;;;SANCTI;9,08E+13;Subvention d'équipement;300.0;aide en numéraire;unique;24/05/2023;;non;Juridique;Conseil juridique;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;SAS IKEO;9,11E+13;Subvention d'équipement;300.0;aide en numéraire;unique;07/06/2023;;non;Commerce de détail;Ameublement;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;SEARL JULIEN DOUAT;9,05E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;21/04/2023;;non;Santé;Ophtalmologie;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;SMOKE DOG;9,05E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;28/11/2023;;non;Commerce de détail;Produits spécialisés;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;SOCIETE DES TRANSPORT EXPRESS;8,09E+13;Subvention d'équipement;4350.0;aide en numéraire;échelonné;25/09/2023;;non;Transport;Transport de marchandises;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;SOLINUM;8,22E+13;Subvention de Fonctionnement;23000.0;aide en numéraire;unique;07/12/2023;;non;Numérique;Services informatiques;Association loi 1901
Toulouse Métropole;2,43E+13;;;SORRIBAS OBON;8,49E+13;Subvention d'équipement;299.99;aide en numéraire;unique;21/07/2023;;non;Santé;kinésithérapie;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;SUD OUEST IMMOBILIER;4,34E+13;Subvention d'équipement;2708.33;aide en numéraire;unique;19/07/2023;;non;Immobilier;Agence immobilière;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;UNIVERSITE DE TOULOUSE;1,30E+13;Subvention de Fonctionnement;221800.0;aide en numéraire;échelonné;14/12/2023;;non;Éducation;Enseignement supérieur;Établissement public
Toulouse Métropole;2,43E+13;;;VERS UN RESEAU D'ACHAT EN COMMUN - VRAC TOULOUSE METROPOLE;8,45E+13;Subvention de Fonctionnement;17180.0;aide en numéraire;échelonné;12/09/2023;;non;Environnement;Commerce équitable;Association loi 1901
Toulouse Métropole;2,43E+13;;;VOYAGER EN IMAGES;8,23E+13;Subvention de Fonctionnement;1300.0;aide en numéraire;unique;17/07/2023;;non;Tourisme;Photographie de voyage;Association loi 1901
